File	Read Length	Frequency
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	108	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	109	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	110	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	111	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	112	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	113	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	114	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	115	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	116	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	117	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	118	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	119	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	120	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	121	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	122	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	123	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	124	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	125	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	126	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	127	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	128	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	129	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	130	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	132	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	133	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	134	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	135	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	137	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	138	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	139	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	141	8
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	142	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	145	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	146	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	147	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	148	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	149	25
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r1.fq.gz	150	678
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	33	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	35	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	36	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	38	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	39	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	40	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	43	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	46	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	47	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	48	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	49	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	50	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	51	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	52	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	53	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	54	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	55	5
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	56	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	57	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	58	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	60	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	61	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	62	5
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	63	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	64	5
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	65	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	66	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	67	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	68	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	69	5
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	70	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	71	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	72	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	73	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	74	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	75	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	76	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	77	7
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	78	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	79	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	80	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	81	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	82	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	84	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	85	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	86	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	87	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	88	5
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	89	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	90	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	92	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	93	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	94	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	95	5
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	96	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	97	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	98	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	99	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	100	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	101	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	102	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	103	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	104	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	105	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	106	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	107	7
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	108	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	109	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	110	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	111	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	112	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	113	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	114	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	115	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	116	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	117	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	118	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	119	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	120	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	121	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	122	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	123	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	124	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	125	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	126	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	127	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	128	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	129	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	130	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	133	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	134	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	135	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	137	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	138	2
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	139	6
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	140	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	141	5
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	142	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	145	4
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	146	1
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	147	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	148	3
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	149	17
fq_fp1/Hte-CJol_087-Ex1-2H-SSL-1-1-L5-r2.fq.gz	150	683
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	33	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	34	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	36	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	38	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	39	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	41	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	42	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	50	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	51	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	55	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	58	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	59	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	61	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	62	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	63	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	65	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	67	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	69	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	72	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	73	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	74	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	75	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	78	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	81	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	82	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	83	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	84	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	86	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	87	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	88	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	89	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	91	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	93	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	94	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	95	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	98	5
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	100	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	101	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	102	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	103	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	104	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	105	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	106	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	107	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	109	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	112	5
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	113	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	115	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	116	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	117	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	119	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	120	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	121	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	122	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	123	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	124	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	127	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	128	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	130	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	131	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	132	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	133	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	134	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	135	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	136	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	137	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	138	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	139	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	140	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	141	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	142	5
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	145	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	146	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	147	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	148	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	149	29
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r1.fq.gz	150	833
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	33	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	34	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	36	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	38	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	39	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	41	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	42	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	50	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	51	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	55	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	59	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	61	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	62	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	63	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	65	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	67	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	69	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	72	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	73	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	74	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	75	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	78	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	81	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	82	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	83	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	84	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	86	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	87	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	88	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	89	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	91	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	93	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	94	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	95	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	98	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	100	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	101	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	102	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	103	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	104	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	105	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	106	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	107	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	109	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	112	5
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	113	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	115	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	116	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	117	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	119	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	120	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	121	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	122	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	124	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	127	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	128	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	130	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	131	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	132	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	133	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	134	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	135	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	136	2
