File	Read Length	Frequency
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	138	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	139	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	140	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	141	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	142	5
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	146	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	148	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	149	30
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L4-r2.fq.gz	150	838
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	38	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	40	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	45	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	46	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	49	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	50	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	51	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	52	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	53	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	54	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	57	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	59	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	60	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	62	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	63	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	65	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	66	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	67	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	69	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	71	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	73	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	74	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	77	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	78	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	79	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	81	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	82	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	84	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	87	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	88	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	89	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	90	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	93	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	94	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	95	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	96	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	98	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	99	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	100	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	101	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	102	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	103	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	107	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	108	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	110	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	112	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	113	5
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	114	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	116	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	118	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	119	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	120	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	123	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	127	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	128	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	132	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	134	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	135	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	136	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	137	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	139	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	140	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	141	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	142	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	143	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	144	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	145	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	146	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	147	7
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	148	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	149	27
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r1.fq.gz	150	847
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	38	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	40	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	45	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	46	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	49	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	50	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	51	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	52	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	53	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	54	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	57	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	59	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	60	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	62	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	63	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	65	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	66	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	67	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	69	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	71	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	73	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	74	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	77	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	78	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	79	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	81	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	82	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	84	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	87	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	88	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	89	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	90	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	93	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	94	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	95	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	96	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	98	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	99	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	100	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	101	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	102	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	103	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	107	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	108	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	110	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	112	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	113	5
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	114	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	116	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	118	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	119	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	120	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	123	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	127	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	128	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	132	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	134	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	135	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	136	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	137	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	138	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	139	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	140	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	141	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	142	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	143	3
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	144	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	145	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	146	4
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	147	1
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	148	2
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	149	33
fq_fp1/Hte-CMvi_008-Ex1-3H-SSL-1-1-L5-r2.fq.gz	150	845
